tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,predictions
570301031407624196,negative,1.0,Bad Flight,0.7033,Virgin America,,jnardino,,0,"@virginamerica it's really aggressive to blast obnoxious ""entertainment"" in your guests' faces &amp; they have little recourse",,2015-02-24 11:15:36 -0800,,Pacific Time (US & Canada),0
570300817074462722,negative,1.0,Can't Tell,1.0,Virgin America,,jnardino,,0,@virginamerica and it's a really big bad thing about it,,2015-02-24 11:14:45 -0800,,Pacific Time (US & Canada),0
570300767074181121,negative,1.0,Can't Tell,0.6842,Virgin America,,jnardino,,0,"@virginamerica seriously would pay $30 a flight for seats that didn't have this playing.
it's really the only bad thing about flying va",,2015-02-24 11:14:33 -0800,,Pacific Time (US & Canada),0
570282469121007616,negative,0.6842,Late Flight,0.3684,Virgin America,,smartwatermelon,,0,@virginamerica sfo-pdx schedule is still mia.,,2015-02-24 10:01:50 -0800,"palo alto, ca",Pacific Time (US & Canada),1
570276917301137409,negative,1.0,Bad Flight,1.0,Virgin America,,heatherovieda,,0,@virginamerica  i flew from nyc to sfo last week and couldn't fully sit in my seat due to two large gentleman on either side of me. help!,,2015-02-24 09:39:46 -0800,this place called NYC,Eastern Time (US & Canada),3
570265883513384960,negative,0.6705,Can't Tell,0.3614,Virgin America,,MISSGJ,,0,@virginamerica why are your first fares in may over three times more than other carriers when all seats are available to select???,,2015-02-24 08:55:56 -0800,,,3
570256553502068736,negative,1.0,Customer Service Issue,0.3557,Virgin America,,ayeevickiee,,0,@virginamerica you guys messed up my seating.. i reserved seating with my friends and you guys gave my seat away ... 😡 i want free internet,,2015-02-24 08:18:51 -0800,714,Mountain Time (US & Canada),3
570249102404923392,negative,1.0,Customer Service Issue,1.0,Virgin America,,Leora13,,0,@virginamerica status match program.  i applied and it's been three weeks.  called and emailed with no response.,,2015-02-24 07:49:15 -0800,,,1
570239632807370753,negative,1.0,Can't Tell,0.6614,Virgin America,,meredithjlynn,,0,@virginamerica what happened 2 ur vegan food options?! at least say on ur site so i know i won't be able 2 eat anything for next 6 hrs #fail,,2015-02-24 07:11:37 -0800,,,0
570207886493782019,negative,1.0,Bad Flight,1.0,Virgin America,,blackjackpro911,,0,@virginamerica amazing to me that we can't get any cold air from the vents. #vx358 #noair #worstflightever #roasted #sfotobos,"[42.361016, -71.02000488]",2015-02-24 05:05:28 -0800,"San Mateo, CA & Las Vegas, NV",,1
570114021854212096,negative,1.0,Flight Booking Problems,1.0,Virgin America,,jordanpichler,,0,"@virginamerica hi! i just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during flight booking problems 😢",,2015-02-23 22:52:29 -0800,,Vienna,3
570088404156698625,negative,1.0,Customer Service Issue,1.0,Virgin America,,Cuschoolie1,,0,"@virginamerica help, left expensive headphones on flight 89 iad to lax today. seat 2a. no one answering l&amp;f number at lax!","[33.94209449, -118.40410103]",2015-02-23 21:10:41 -0800,Washington DC,Quito,3
